,UserID,CardNumbers,CardType
94,94,5699446066679874,American Express
95,95,9053741251355215,Discover
96,96,5943656957156398,Discover
97,97,5807249544477011,Discover
98,98,9635599860501083,MASTERCARD
99,99,3950791082986697,MASTERCARD
100,100,8620869597292025,VISA
101,101,7673030898289995,MASTERCARD
102,102,8463090219364175,Discover
103,103,2676983264862195,MASTERCARD
104,104,9180661063974657,American Express
105,105,4234595062985352,MASTERCARD
106,106,1559465563078123,American Express
107,107,4611057408087951,VISA
108,108,4293779262248187,American Express
109,109,9575942055329167,VISA
110,110,4035758521281535,MASTERCARD
111,111,8627783972219312,American Express
112,112,6103797477666517,Discover
113,113,9253938640026331,Discover
114,114,9111416356684225,VISA
115,115,5672432226672597,VISA
116,116,8958070771049801,VISA
117,117,6170530496695803,VISA
118,118,4548950593983809,Discover
119,119,5473828759371245,Discover
120,120,4897315258220264,American Express
121,121,7283415521215924,American Express
122,122,6056453541607352,Discover
123,123,2073465904719279,VISA
124,124,6396970929083460,MASTERCARD
125,125,4715688539935729,MASTERCARD
126,126,8858400664615934,American Express
127,127,6195308322256218,VISA
128,128,2423222725949794,American Express
129,129,2513938544815997,Discover
130,130,9559304155272918,Discover
131,131,7693191740405843,American Express
132,132,4221275161648695,VISA
133,133,7143507251766352,VISA
134,134,3956342640329698,Discover
135,135,8130580661739279,MASTERCARD
136,136,9966539962257437,VISA
137,137,3012044090676294,American Express
138,138,2915867973039976,Discover
139,139,2310385401745636,Discover
140,140,4435764235997447,VISA
141,141,4146536347290982,MASTERCARD
142,142,6977160686931170,Discover
143,143,9929648877694263,VISA
144,144,5573539904099051,Discover
145,145,2221548451500947,VISA
146,146,7834251059420687,Discover
147,147,2594300845961425,American Express
148,148,4744370198092877,Discover
149,149,6722013898551083,MASTERCARD
150,150,8448319977407627,Discover
151,151,8412316000418702,VISA
152,152,1714954696089628,Discover
153,153,1131654319954110,Discover
154,154,3270895420065417,Discover
155,155,2581322417374845,MASTERCARD
156,156,4581906607700102,American Express
157,157,1436673542960779,Discover
158,158,4993881248355535,MASTERCARD
159,159,5483450297196343,MASTERCARD
160,160,2725866301219182,MASTERCARD
161,161,4382506329533743,American Express
162,162,9867853852588277,VISA
163,163,6798262726007272,MASTERCARD
164,164,4402156866420673,VISA
165,165,8503849582562511,American Express
166,166,1061639028828825,MASTERCARD
167,167,3503223125150466,MASTERCARD
168,168,2866885351055705,VISA
169,169,8779155818607706,American Express
170,170,5267579511087489,Discover
171,171,9883144511484160,Discover
172,172,1660756946610628,VISA
173,173,1695229015634288,Discover
174,174,8706867429939549,MASTERCARD
175,175,9394369328348092,Discover
176,176,1711877857888255,Discover
177,177,4657042600561176,VISA
178,178,2728124101356412,VISA
179,179,6993353979728780,Discover
180,180,7527198186812714,American Express
181,181,4133021670834244,Discover
182,182,7828418318034709,Discover
183,183,7955118471119912,American Express
184,184,3123429790295543,MASTERCARD
185,185,2962614108091833,Discover
186,186,2862651386564509,American Express
187,187,6944462298934302,MASTERCARD
188,188,2158718538289739,MASTERCARD
189,189,5604583471350955,American Express
190,190,1295327251449499,MASTERCARD
191,191,3709787146792887,MASTERCARD
192,192,2074751414600049,American Express
193,193,6338610937766081,MASTERCARD
194,194,3538447284750536,VISA
195,195,9561594540349889,American Express
196,196,7384832657553630,VISA
197,197,9194248083086987,American Express
198,198,6714459278499592,American Express
199,199,9741103925293418,Discover
200,200,1260394634556632,Discover
201,201,3739725715703939,American Express
202,202,1295767075112034,Discover
203,203,6675574983221375,MASTERCARD
204,204,5059279088934100,MASTERCARD
205,205,5680920459188403,American Express
206,206,2022172446725434,VISA
207,207,6139005056133974,Discover
208,208,4121865622807276,Discover
209,209,4936256449719350,MASTERCARD
210,210,6427529992759916,American Express
211,211,8008844537789332,American Express
212,212,1626201035732294,American Express
213,213,4048542661687831,MASTERCARD
214,214,3860735541825446,MASTERCARD
215,215,8652949624433510,MASTERCARD
216,216,8175191026473237,VISA
217,217,2870236522858491,VISA
218,218,8496901393532336,Discover
219,219,7501706404872567,American Express
220,220,9372636509247896,Discover
221,221,6973690055593905,American Express
222,222,5845669595745172,Discover
223,223,2303206507305311,American Express
224,224,3435012947453210,American Express
225,225,9950244497880301,American Express
226,226,3207916393617008,Discover
227,227,6536432019963277,MASTERCARD
228,228,4811632296981720,MASTERCARD
229,229,5298311731503288,MASTERCARD
230,230,8931967872205113,American Express
231,231,8309342524038197,VISA
232,232,9593256875142155,Discover
233,233,8975286418530800,MASTERCARD
234,234,6294612930201758,Discover
235,235,3789955427138454,MASTERCARD
236,236,4825975398413055,American Express
237,237,1148892007024355,Discover
238,238,3161708324130375,Discover
239,239,7695529647927300,MASTERCARD
240,240,1483765732495399,American Express
241,241,9498092472273135,American Express
242,242,2181713353322027,American Express
243,243,9923860955937313,Discover
244,244,2469598612241090,VISA
245,245,4293754856093545,American Express
246,246,5354058122537080,MASTERCARD
247,247,3536888035603856,American Express
248,248,4660746576052209,American Express
249,249,8307893904306149,American Express
250,250,1576278269578572,Discover
251,251,5920253391490647,MASTERCARD
252,252,3219704132503607,Discover
253,253,7735096123138530,American Express
254,254,3704060004447896,VISA
255,255,5487367136998133,American Express
256,256,3260286968348464,MASTERCARD
257,257,3838752502471646,VISA
258,258,7993193583557548,American Express
259,259,3008067244656724,VISA
260,260,6832796402339003,MASTERCARD
261,261,7745502415520786,VISA
262,262,8106691578291815,Discover
263,263,9060857161243195,Discover
264,264,8183138054588910,Discover
265,265,1110894599419073,VISA
266,266,6197521251524896,American Express
267,267,4252469240683356,Discover
268,268,5318518548485876,MASTERCARD
269,269,4537326373850909,American Express
270,270,9041148049387953,American Express
271,271,9670985689491897,American Express
272,272,3253882857513273,Discover
273,273,6584847643794224,MASTERCARD
274,274,5942371365557446,American Express
275,275,3287910100934419,MASTERCARD
276,276,3378744458962104,American Express
277,277,6243901495784642,VISA
278,278,7955404687019599,MASTERCARD
279,279,4463785906185143,VISA
280,280,6482335947457424,VISA
281,281,3783256634130461,VISA
282,282,4629878780353471,VISA
283,283,4544658639783008,VISA
284,284,9169673175188860,MASTERCARD
285,285,5582161751937161,American Express
286,286,2141385210954974,Discover
287,287,9668553033141284,MASTERCARD
288,288,4806450154264150,MASTERCARD
289,289,7221505861621419,VISA
290,290,3713459817590176,VISA
291,291,8555491679182537,VISA
292,292,5266020195970822,Discover
293,293,1320800123493752,Discover
294,294,7875943776599042,MASTERCARD
295,295,5528574923510525,VISA
296,296,6711454474561329,American Express
297,297,8981151148561736,American Express
298,298,4285002797222129,American Express
299,299,5734008675489830,VISA
300,300,8551994361173844,MASTERCARD
301,301,7032038049954355,VISA
302,302,1859241495217476,MASTERCARD
303,303,8152095610952388,VISA
304,304,7478788991469448,American Express
305,305,5072815367067084,VISA
306,306,9532539157252527,American Express
307,307,2498881292686967,VISA
308,308,8851565309474324,MASTERCARD
309,309,5494439323601756,American Express
310,310,7083577125663758,Discover
311,311,3552084620451428,MASTERCARD
312,312,2581776337251101,MASTERCARD
313,313,2138227335653006,MASTERCARD
314,314,1488177462914559,American Express
315,315,7164543115167697,MASTERCARD
316,316,1015695067029902,VISA
317,317,8979181213012753,Discover
318,318,3723756143517982,American Express
319,319,8350086894056386,Discover
320,320,6906597518161504,MASTERCARD
321,321,8976675973220010,VISA
322,322,7338558445537641,MASTERCARD
323,323,3073831428577349,MASTERCARD
324,324,3687649994502685,Discover
325,325,5612440202878030,MASTERCARD
326,326,8640282568178796,MASTERCARD
327,327,5463363741002877,Discover
328,328,8589819858273833,VISA
329,329,5196266117284291,American Express
330,330,9914573241898256,Discover
331,331,6328480978966222,Discover
332,332,8271769067744882,VISA
333,333,3488868928721722,Discover
334,334,5921615661997448,MASTERCARD
335,335,7044323167354744,Discover
336,336,7299103353798587,MASTERCARD
337,337,4337956930299305,MASTERCARD
338,338,4038848238410443,MASTERCARD
339,339,5327524049809024,VISA
340,340,2544784672383683,VISA
341,341,8757365146188699,Discover
342,342,4654326374226746,MASTERCARD
343,343,9246424031180526,Discover
344,344,2633420927115583,Discover
345,345,2001567093670839,MASTERCARD
346,346,5236431036498752,Discover
347,347,9147216700088183,MASTERCARD
348,348,6264954364159072,Discover
349,349,5362992916274684,American Express
350,350,3052479960566374,American Express
351,351,3440235882659432,MASTERCARD
352,352,5141606304145402,American Express
353,353,6430602645421060,MASTERCARD
354,354,5201857719788724,Discover
355,355,5025168841066288,VISA
356,356,7880715315601638,MASTERCARD
357,357,2009270081350595,VISA
358,358,3329498089033447,American Express
359,359,3251221555653737,VISA
360,360,7544760507133388,American Express
361,361,5917533352575115,VISA
362,362,4407026693334609,Discover
363,363,7969075082188009,Discover
364,364,6097366831755107,Discover
365,365,5431615583927140,American Express
366,366,7836272787991554,Discover
367,367,4366684437697791,American Express
368,368,1477216625976150,MASTERCARD
369,369,4811736575286193,Discover
370,370,8415179875725585,MASTERCARD
371,371,4292778130774737,MASTERCARD
372,372,8443272998508008,VISA
373,373,7028500426441378,MASTERCARD
374,374,5940724981624383,VISA
375,375,5353131121224724,Discover
376,376,7182450634577847,American Express
377,377,4244051004297425,VISA
378,378,6429840502457366,Discover
379,379,8873482564334352,VISA
380,380,8883123755929186,American Express
381,381,8067910021814919,VISA
382,382,7176439197954047,American Express
383,383,3048452669146477,Discover
384,384,2844353114320230,American Express
385,385,3521845299920968,American Express
386,386,3457606674849265,American Express
387,387,3622086603330481,VISA
388,388,8991868722146408,MASTERCARD
389,389,9181804509806388,Discover
390,390,3780111401725043,American Express
391,391,1263021928557054,Discover
392,392,6742035113446784,MASTERCARD
393,393,9998880919013312,VISA
394,394,6022545538620132,VISA
395,395,4348455517904607,American Express
396,396,5836321474714582,American Express
397,397,9140040992272848,VISA
398,398,9753133247071151,MASTERCARD
399,399,4772592405974497,American Express
400,400,3217524561383007,American Express
401,401,7958610337206579,Discover
402,402,7811639727621466,MASTERCARD
403,403,9208093013073543,Discover
404,404,4915297372714549,VISA
405,405,7456482401235531,American Express
406,406,9082747819570159,VISA
407,407,7711916377838667,MASTERCARD
408,408,4092348346708315,MASTERCARD
409,409,9868414108875278,American Express
410,410,8944373725181813,Discover
411,411,5064474371276449,VISA
412,412,4103241653141596,VISA
413,413,9899190535264369,American Express
414,414,7681336469794948,MASTERCARD
415,415,4629882764500224,MASTERCARD
416,416,5796182405703240,MASTERCARD
417,417,9324717873368767,VISA
418,418,5761758940604321,VISA
419,419,5387185133460511,MASTERCARD
420,420,9257660458678702,American Express
421,421,1669161686101926,MASTERCARD
422,422,4830334513334119,MASTERCARD
423,423,9569525027138859,American Express
424,424,4313586051559621,VISA
425,425,6744505333593227,American Express
426,426,3038194197489519,VISA
427,427,5092175798179674,MASTERCARD
428,428,6855106972440941,VISA
429,429,5628833542132824,MASTERCARD
430,430,1508900515888572,VISA
431,431,2104739153594752,Discover
432,432,7742529611516643,VISA
433,433,9029808358881265,MASTERCARD
434,434,5719771938264576,VISA
435,435,4488578662317195,American Express
436,436,9901162781382198,Discover
437,437,9976577374167516,Discover
438,438,2789528396554134,American Express
439,439,3416413615611806,American Express
440,440,5230907720074669,Discover
441,441,3273026755229220,VISA
442,442,4163809763816650,VISA
443,443,3572269049414120,VISA
444,444,4518619829960317,American Express
445,445,3072412308738030,VISA
446,446,4149022054504826,American Express
447,447,7011201470116926,Discover
448,448,6453478909678956,MASTERCARD
449,449,7822543434304677,American Express
450,450,5194916173949186,MASTERCARD
451,451,7892884816943724,MASTERCARD
452,452,7558814354483519,MASTERCARD
453,453,6789961735262315,MASTERCARD
454,454,4788800445829209,Discover
455,455,1695759818012677,MASTERCARD
456,456,7306592079573580,Discover
457,457,5512007377062059,MASTERCARD
458,458,9116637144435281,Discover
459,459,7274639188742678,MASTERCARD
460,460,2840219238437592,Discover
461,461,6893762721747330,Discover
462,462,5112069381823831,American Express
463,463,9253112269594078,VISA
464,464,7214538347462209,Discover
465,465,8996598475458700,American Express
466,466,9754882096818531,MASTERCARD
467,467,1831582865672032,Discover
468,468,9896657288965561,MASTERCARD
469,469,1766279065861193,American Express
470,470,3160680892685221,Discover
471,471,4327978329772450,MASTERCARD
472,472,3657712770233587,VISA
473,473,2906463326320356,MASTERCARD
474,474,9054397245401723,Discover
475,475,5704239365076878,American Express
476,476,4349734631051738,American Express
477,477,8289930305421388,MASTERCARD
478,478,6424082027158365,VISA
479,479,9419179347429523,American Express
480,480,6588297561450920,VISA
481,481,4761861775001525,Discover
482,482,7836939582516195,American Express
483,483,5653836295329307,VISA
484,484,6050777244413541,VISA
485,485,5056921035545102,MASTERCARD
486,486,6603416784878081,Discover
487,487,5219903138404756,American Express
488,488,5698872724869830,American Express
489,489,4123947076300148,VISA
490,490,1831817642343400,MASTERCARD
491,491,6376138199913208,Discover
492,492,8021132741681815,MASTERCARD
493,493,7790351320724597,VISA
494,494,6415753503731745,VISA
495,495,8314427855979409,MASTERCARD
496,496,8497445448300666,Discover
497,497,8664692302481774,American Express
498,498,4795702320021647,MASTERCARD
499,499,4402701078990199,Discover
500,500,2892400811430849,American Express
501,501,2078431153054033,American Express
502,502,3197124976986621,Discover
503,503,3972570274367781,Discover
504,504,4646846346635363,American Express
505,505,8820074008462416,VISA
506,506,6047764816663824,VISA
507,507,3271572564330067,VISA
508,508,7115945857974768,Discover
509,509,2765985203330607,VISA
510,510,9193277131008506,American Express
511,511,6895474579289989,MASTERCARD
512,512,6150941874638993,American Express
513,513,4100999644769079,MASTERCARD
514,514,6638886856717283,American Express
515,515,3210478243430340,American Express
516,516,6617179732340879,VISA
517,517,7038341919171458,MASTERCARD
518,518,5219242585664966,American Express
519,519,8770795511701174,MASTERCARD
520,520,2174676233348441,VISA
521,521,8451868731372538,VISA
522,522,7888237665668935,VISA
523,523,9882158133356886,American Express
524,524,8484270377231240,MASTERCARD
525,525,2035127830298151,MASTERCARD
526,526,6539904427833165,VISA
527,527,1096792485849350,Discover
528,528,1558488547352155,VISA
529,529,1028655985138824,MASTERCARD
530,530,3715465927026455,MASTERCARD
531,531,9192673323446253,VISA
532,532,5721633083643702,American Express
533,533,9115414646119350,American Express
534,534,9999733987001280,American Express
535,535,6999401024953145,MASTERCARD
536,536,1277369200985092,MASTERCARD
537,537,6154889060429791,MASTERCARD
538,538,4162221983206208,American Express
539,539,2500420775850600,American Express
540,540,6295897113168654,VISA
541,541,4941954440134170,MASTERCARD
542,542,5561094305703887,MASTERCARD
543,543,2315678190539467,VISA
544,544,7000831717670182,Discover
545,545,5580310086484127,Discover
546,546,6867179806466373,American Express
547,547,4941395538159311,MASTERCARD
548,548,5986089070849176,Discover
549,549,2134224379796722,Discover
550,550,3457102073297193,Discover
551,551,7855304744103267,American Express
552,552,8578925194721590,American Express
553,553,9430679025023337,VISA
554,554,4154547974398329,Discover
555,555,9558576538067052,American Express
556,556,4432001301765367,MASTERCARD
557,557,3815598329908345,Discover
558,558,4797939637143775,Discover
559,559,4387446929334816,VISA
560,560,5187067156067432,VISA
561,561,2865186762623871,MASTERCARD
562,562,5471918463731631,MASTERCARD
563,563,9323438130202710,American Express
564,564,6645734112986982,American Express
565,565,2674697581017752,Discover
566,566,2006390323240262,MASTERCARD
567,567,4113409724782826,Discover
568,568,7260128783423769,American Express
569,569,1271529266206895,American Express
570,570,5496279375210197,Discover
571,571,8973022779832914,VISA
572,572,8353253927656660,American Express
573,573,6495970045151442,American Express
574,574,7196136887881595,Discover
575,575,7432855022424890,MASTERCARD
576,576,5172605309377401,MASTERCARD
577,577,3376183904216929,Discover
578,578,4667830089145942,MASTERCARD
579,579,3258098789726557,American Express
580,580,6438621072523130,MASTERCARD
581,581,3899072184439007,American Express
582,582,3098176046973761,American Express
583,583,8079869350339860,VISA
584,584,5841475448314875,MASTERCARD
585,585,6790916132429176,MASTERCARD
586,586,3206633862832342,Discover
587,587,2932728657472527,Discover
588,588,1422107641094056,American Express
589,589,7470132874841463,Discover
590,590,4514366405124233,MASTERCARD
591,591,6986156147930417,American Express
592,592,4144580510060297,Discover
593,593,1117115890347262,VISA
594,594,6171264607290487,Discover
595,595,2801684644860858,VISA
596,596,4303997871539596,MASTERCARD
597,597,5812587175265664,American Express
598,598,8957640528021423,Discover
599,599,2368809810091602,MASTERCARD
600,600,1712664041457484,Discover
601,601,2834412579376049,VISA
602,602,4544031873954295,American Express
603,603,1773353563982999,American Express
604,604,9627481422209833,Discover
605,605,1995138179156516,American Express
606,606,4313084330426119,American Express
607,607,6443613298981885,VISA
608,608,3349158302304365,VISA
609,609,4931919415658243,American Express
610,610,2474823403412890,MASTERCARD
611,611,1744975556615024,American Express
612,612,4731884485807807,Discover
613,613,2916387845891991,MASTERCARD
614,614,5404740201576981,Discover
615,615,1830041612900639,VISA
616,616,4265022541295993,VISA
617,617,2731500164343079,American Express
618,618,7673710187027000,MASTERCARD
619,619,1773408429488038,American Express
620,620,5824060139238189,Discover
621,621,1078728462363846,American Express
622,622,7456004393713160,MASTERCARD
623,623,3857630566752799,MASTERCARD
624,624,4056398998496839,Discover
625,625,3244833901946020,Discover
626,626,4167916246376568,VISA
627,627,9660039048105151,Discover
628,628,4550293105487001,American Express
629,629,7225491164715338,MASTERCARD
630,630,4781097780589309,MASTERCARD
631,631,7222903797889787,Discover
632,632,2131239124022036,American Express
633,633,1002100585963092,VISA
634,634,8115686464287180,MASTERCARD
635,635,6347055398474610,MASTERCARD
636,636,8465987640589919,VISA
637,637,1909392438475949,American Express
638,638,1726906158239678,American Express
639,639,8590130448303570,VISA
640,640,8940351141246772,Discover
641,641,6111364100663610,VISA
642,642,7766844301099239,VISA
643,643,1103307533723151,Discover
644,644,5543339690525189,Discover
645,645,8616070866155183,MASTERCARD
646,646,5171133183525553,MASTERCARD
647,647,2830138651801642,VISA
648,648,1372371008190420,American Express
649,649,4140702741014981,VISA
650,650,2093409392006344,American Express
651,651,3729128456692144,VISA
652,652,2043995292814440,Discover
653,653,5561689219411288,VISA
654,654,9761044029607130,VISA
655,655,6806945773679546,VISA
656,656,5104010019800495,VISA
657,657,5831556293879673,MASTERCARD
658,658,2962890659443630,American Express
659,659,4886586946614788,American Express
660,660,6998344147515904,Discover
661,661,9450824645150484,American Express
662,662,9763088307810768,VISA
663,663,5107415425341036,MASTERCARD
664,664,3945925455894672,MASTERCARD
665,665,6776454598735571,MASTERCARD
666,666,6855433486155037,American Express
667,667,1127658652725487,MASTERCARD
668,668,8561721879927983,American Express
669,669,3863651170932986,MASTERCARD
670,670,1903408297971011,VISA
671,671,4674863784824828,Discover
672,672,9312766482042550,MASTERCARD
673,673,1737872744982585,MASTERCARD
674,674,3210094523980642,VISA
675,675,9236781776521420,MASTERCARD
676,676,9422128359231230,American Express
677,677,3272539192011086,MASTERCARD
678,678,9817164616326798,American Express
679,679,9184700038152829,MASTERCARD
680,680,8210161980770525,VISA
681,681,8293804688657043,VISA
682,682,4819356201125221,VISA
683,683,8863425304522574,MASTERCARD
684,684,3944699245587951,American Express
685,685,9606732185422880,American Express
686,686,8964958284648931,Discover
687,687,3468326102524971,American Express
688,688,5401897834485112,MASTERCARD
689,689,4540098643920726,Discover
690,690,7279954951386373,VISA
691,691,6782012858158954,Discover
692,692,5508359373267759,Discover
693,693,4331232264194045,American Express
694,694,1735710105018930,VISA
695,695,8165711138493615,American Express
696,696,9738210012188258,VISA
697,697,1349015713331683,MASTERCARD
698,698,3715258707490051,American Express
699,699,8738172770882298,VISA
700,700,9683731720273377,Discover
701,701,9900751620888522,MASTERCARD
702,702,1554931297216281,VISA
703,703,3192350844070939,MASTERCARD
704,704,3714925347452184,VISA
705,705,4944402868312911,Discover
706,706,3194694516938843,MASTERCARD
707,707,6292237201916096,VISA
708,708,4316073805284456,MASTERCARD
709,709,3036631350289651,VISA
710,710,5097219436840880,VISA
711,711,9662959480813377,American Express
712,712,9484642621885504,VISA
713,713,5710006513867436,MASTERCARD
714,714,3057379039907732,Discover
715,715,5544448529635573,American Express
716,716,7246822129723791,Discover
717,717,6691894774777902,VISA
718,718,5201530462071434,MASTERCARD
719,719,5019673669446446,VISA
720,720,9709444114436866,Discover
721,721,4351923917250779,VISA
722,722,5826618862416256,Discover
723,723,6389704463934896,VISA
724,724,2960445910117343,VISA
725,725,4736865420525762,MASTERCARD
726,726,2614989290384849,Discover
727,727,4264296680275450,Discover
728,728,2743737648713628,American Express
729,729,7099861238944815,MASTERCARD
730,730,2471637572065119,Discover
731,731,2546282003923319,American Express
732,732,6709093291266070,VISA
733,733,4126581186170939,American Express
734,734,8372783443840108,MASTERCARD
735,735,9032084478603888,American Express
736,736,9185790639658048,VISA
737,737,7830774763629588,VISA
738,738,2745212959679640,American Express
739,739,7162715667284648,VISA
740,740,8692980994016639,Discover
741,741,1397627168322169,American Express
742,742,4611603582198541,American Express
743,743,8271350739216671,American Express
744,744,4656241247483140,American Express
745,745,1496469457025892,VISA
746,746,5623348474042254,VISA
747,747,7934056980802870,MASTERCARD
748,748,3562960280092568,MASTERCARD
749,749,6523196777068187,MASTERCARD
750,750,3935470803033330,MASTERCARD
751,751,7076240872576721,Discover
752,752,3487229923497710,MASTERCARD
753,753,1466986166039699,MASTERCARD
754,754,5540952369912591,American Express
755,755,8522636989339090,MASTERCARD
756,756,5761426466631160,MASTERCARD
757,757,2543108776973880,VISA
758,758,5880488911012695,MASTERCARD
759,759,2692934627138269,American Express
760,760,4519556283964091,American Express
761,761,9532548706800371,American Express
762,762,5989218384694348,American Express
763,763,9280705994871253,Discover
764,764,7698048754180459,VISA
765,765,7936748375460987,VISA
766,766,7937679802265487,American Express
767,767,4144757222257321,MASTERCARD
768,768,2962322579753601,American Express
769,769,6205489187088437,Discover
770,770,7775149861230024,American Express
771,771,5057820330062487,Discover
772,772,8273531503206701,Discover
773,773,5792246462286942,VISA
774,774,8277309235339861,American Express
775,775,6685107771889490,Discover
776,776,3339543284300034,American Express
777,777,8411156206671388,American Express
778,778,9787505840834302,MASTERCARD
779,779,1762981613129169,Discover
780,780,8730687312022792,Discover
781,781,5371440364838323,American Express
782,782,3967581918137160,American Express
783,783,3005550062943979,VISA
784,784,4844428464896498,Discover
785,785,7784529001824015,MASTERCARD
786,786,8856273860483476,MASTERCARD
787,787,8194106594845981,MASTERCARD
788,788,7156074805215146,MASTERCARD
789,789,2111024452320222,Discover
790,790,6706306221977840,VISA
791,791,1167259054333738,American Express
792,792,6329489294966173,VISA
793,793,3382511548227632,Discover
794,794,3419508528718941,Discover
795,795,4775169496722655,MASTERCARD
796,796,3352627860646649,VISA
797,797,3078216719956757,Discover
798,798,7501324144429721,American Express
799,799,7204222528861073,Discover
800,800,7023417544910846,MASTERCARD
801,801,7134070925606396,Discover
802,802,7325131103352691,Discover
803,803,9541392160732834,American Express
804,804,1917127779211297,MASTERCARD
805,805,5995855320478951,Discover
806,806,9321325466609234,American Express
807,807,6829757737560985,MASTERCARD
808,808,6335882613205234,VISA
809,809,5482370349685503,MASTERCARD
810,810,6983365634994420,MASTERCARD
811,811,2152103188104243,VISA
812,812,4053240011388467,MASTERCARD
813,813,8128760586913788,MASTERCARD
814,814,8518443781909281,Discover
815,815,3476399830884845,VISA
816,816,5886227557682882,Discover
817,817,2458399851901898,MASTERCARD
818,818,4813884740688716,VISA
819,819,9014597690681347,American Express
820,820,5867212465998075,MASTERCARD
821,821,1745311090706853,Discover
822,822,8661463411378452,American Express
823,823,5146754408316404,American Express
824,824,1802401104982051,MASTERCARD
825,825,9667114803316347,MASTERCARD
826,826,7758284118378490,VISA
827,827,5706074200530861,Discover
828,828,1880040952420097,Discover
829,829,6582470392396543,VISA
830,830,4979429844880806,MASTERCARD
831,831,7756384579189798,Discover
832,832,6715762888252782,MASTERCARD
833,833,3638113378028145,MASTERCARD
834,834,4173796200230047,MASTERCARD
835,835,1938282735255979,Discover
836,836,2416785573649306,MASTERCARD
837,837,9507839063827850,American Express
838,838,1802168420238494,VISA
839,839,4555427314141807,Discover
840,840,9192611711516583,Discover
841,841,6686701134400892,Discover
842,842,5339410383960407,American Express
843,843,9412051241215997,American Express
844,844,6347377390460353,MASTERCARD
845,845,9438508228855148,Discover
846,846,6531627732274249,VISA
847,847,7587911679655834,American Express
848,848,6177828777108783,MASTERCARD
849,849,5807780632455556,American Express
850,850,2830341948740617,MASTERCARD
851,851,8336476454663065,American Express
852,852,6701220734525356,Discover
853,853,6094529800312638,MASTERCARD
854,854,1038464744108525,VISA
855,855,7805094678422670,VISA
856,856,5255092781171029,VISA
857,857,6619403455116453,MASTERCARD
858,858,2333124318553583,Discover
859,859,5489239251183018,MASTERCARD
860,860,5648420533196262,MASTERCARD
861,861,9095552945616333,VISA
862,862,8901376317309079,Discover
863,863,1832524803606718,MASTERCARD
864,864,5236005950023843,American Express
865,865,6848919205137931,American Express
866,866,4968474389054187,American Express
867,867,1054563549813734,MASTERCARD
868,868,7270470837675375,Discover
869,869,7199952339766881,MASTERCARD
870,870,4393768085663376,Discover
